id,message,expected_intent,predicted_intent,confidence,decision,expected_action,retrieved_evidence,generated_reply,failure_type,notes
gold_086,Guitar neck snapped in half during transit.,damaged_item,return_policy_inquiry,0.2955,ESCALATE,AUTO_HANDLE,[ev_0000] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.30) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Severe transit breakage.
gold_087,Second replacement item arrived damaged just like the first one!,damaged_item,damaged_item,0.9964,AUTO_HANDLE,ESCALATE,[ev_0009] sim=0.68,We're so sorry your item arrived damaged! Please DM us your order ID and a photo of the item so we can arrange a replacement.,UNSAFE_AUTO_HANDLE,Repeated fulfillment failure; customer frustration.
gold_088,Shoes sent were scuffed and clearly worn outside.,damaged_item,damaged_item,0.3468,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.35) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Used merchandise return.
gold_089,Monitor has 5 dead pixels in the center of the display.,damaged_item,refund_request,0.3532,ESCALATE,AUTO_HANDLE,[ev_0000] sim=0.61,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.35) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Electronic defect tolerance inquiry.
gold_090,"Crushed box, broken inside.",damaged_item,damaged_item,0.9981,AUTO_HANDLE,AUTO_HANDLE,[ev_0009] sim=0.66,We're so sorry your item arrived damaged! Please DM us your order ID and a photo of the item so we can arrange a replacement.,NONE,Short damaged goods note.
gold_091,I cannot log into my account. It says password incorrect even after reset.,account_access,account_access,0.6084,ESCALATE,AUTO_HANDLE,[ev_0027] sim=1.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.61) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Password reset loop issue.
gold_092,Not receiving the 2-step verification OTP code on my mobile phone.,account_access,account_access,0.9998,AUTO_HANDLE,AUTO_HANDLE,[ev_0018] sim=0.62,"Sorry for the playback issues! Please restart your router, clear Prime Video app cache, and ensure your app is updated to the latest version.",NONE,2FA SMS OTP delivery delay.
gold_093,"My account has been locked due to suspicious activity, please help unlock it.",account_access,account_access,0.9998,AUTO_HANDLE,AUTO_HANDLE,[ev_0000] sim=0.65,Refunds typically take 3-5 business days depending on your bank. Please DM us your order details so we can trace the transaction.,NONE,Account security lock recovery steps.
gold_094,"I believe my account was hacked, unauthorized orders were placed in another country!",account_access,refund_request,0.8502,ESCALATE,ESCALATE,[ev_0000] sim=0.58,"We've routed your inquiry to a specialized human support agent. Reason: Detected potential financial fraud, chargeback warning, or compromised account indicator. | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).",MISCLASSIFIED_INTENT,Account takeover / fraud in progress; urgent escalation.
gold_095,How do I change the phone number linked to my two-factor authentication?,account_access,account_access,0.6109,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.68,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.61) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Phone number update guidance.
gold_096,"No longer have access to my old email address, how can I regain access to my account?",account_access,account_access,0.9968,ESCALATE,AUTO_HANDLE,[ev_0022] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Email loss account verification flow.
gold_097,"Locked out of my Prime account on Apple TV, keeps asking for QR code verification.",account_access,account_access,0.9969,AUTO_HANDLE,AUTO_HANDLE,[ev_0018] sim=0.62,"Sorry for the playback issues! Please restart your router, clear Prime Video app cache, and ensure your app is updated to the latest version.",NONE,Smart TV device registration.
gold_098,Someone changed my account password and registered phone without my permission.,account_access,account_access,0.4703,ESCALATE,ESCALATE,[ev_0001] sim=0.61,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.47) is below policy threshold (0.65).,NONE,Compromised account credential hijack.
gold_099,Why does the login page keep asking me to solve captchas over and over?,account_access,account_access,0.7328,AUTO_HANDLE,AUTO_HANDLE,[ev_0009] sim=0.61,We're so sorry your item arrived damaged! Please DM us your order ID and a photo of the item so we can arrange a replacement.,NONE,Captcha loop browser troubleshooting.
gold_100,Can I merge two separate Amazon accounts under one email?,account_access,account_access,0.5433,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.54) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Account merging policy.
gold_101,"Authenticator app died with my broken phone, cannot generate backup 2FA code.",account_access,account_access,0.5638,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.57,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.56) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.57 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,2FA backup recovery procedure.
gold_102,How do I permanently delete my account and all associated personal data?,account_access,refund_request,0.552,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.55) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,GDPR / privacy account closure.
gold_103,Keep getting logged out every 5 minutes while browsing products.,account_access,technical_problem,0.5334,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.53) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Cookie / session timeout troubleshooting.
gold_104,"Account suspended with active orders pending, what do I do?",account_access,refund_request,0.4919,ESCALATE,ESCALATE,[ev_0025] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.49) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,MISCLASSIFIED_INTENT,Account suspension appeal.
gold_105,Is there a way to view active login sessions across devices?,account_access,account_access,0.8828,ESCALATE,AUTO_HANDLE,[ev_0004] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Device management settings.
gold_106,Password reset link emailed to me says expired 10 seconds after clicking.,account_access,account_access,0.9626,AUTO_HANDLE,AUTO_HANDLE,[ev_0027] sim=0.64,"Let's help you get back in! Please check your spam folder for the OTP, or visit our Account Recovery page.",NONE,Expired token glitch.
gold_107,Can two family members share one Prime login legally?,account_access,account_access,0.7408,ESCALATE,AUTO_HANDLE,[ev_0015] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Amazon Household feature advice.
gold_108,System says my phone number is already registered to another user.,account_access,account_access,0.4361,ESCALATE,AUTO_HANDLE,[ev_0019] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.44) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Recycled phone number conflict.
gold_109,Can't log in at all.,account_access,account_access,0.3619,ESCALATE,AUTO_HANDLE,[ev_0000] sim=0.55,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.36) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.55 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Short login complaint.
gold_110,Locked out.,account_access,account_access,0.9555,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Terse login issue.
gold_111,How do I return a gift that I received without notifying the sender?,return_policy_inquiry,return_policy_inquiry,0.9998,AUTO_HANDLE,AUTO_HANDLE,[ev_0025] sim=1.00,You can return gifts via our Online Returns Center using the 17-digit order number from the packing slip! Send us a DM if you need help.,NONE,Gift return procedure.
gold_112,Where do I drop off my return package? Do I need to print a label?,return_policy_inquiry,return_policy_inquiry,0.9996,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Label-free UPS / Kohl's return instructions.
gold_113,What is the return window for electronics purchased during the holiday season?,return_policy_inquiry,return_policy_inquiry,0.9998,AUTO_HANDLE,AUTO_HANDLE,[ev_0025] sim=0.60,You can return gifts via our Online Returns Center using the 17-digit order number from the packing slip! Send us a DM if you need help.,NONE,Holiday extended return window query.
gold_114,Can I return an opened mattress if it's within the 30 day trial period?,return_policy_inquiry,return_policy_inquiry,0.7292,ESCALATE,AUTO_HANDLE,[ev_0022] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Bulky item return policy.
gold_115,Is return shipping free for Prime members or do I have to pay postage?,return_policy_inquiry,delivery_delay,0.8481,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Return postage fees inquiry.
gold_116,Return QR code expired before I could make it to the drop-off locker.,return_policy_inquiry,return_policy_inquiry,0.9523,AUTO_HANDLE,AUTO_HANDLE,[ev_0025] sim=0.61,You can return gifts via our Online Returns Center using the 17-digit order number from the packing slip! Send us a DM if you need help.,NONE,Return QR code regeneration.
gold_117,Can I return an item without the original manufacturer cardboard box?,return_policy_inquiry,product_question,0.448,ESCALATE,AUTO_HANDLE,[ev_0021] sim=0.61,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.45) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Original packaging requirement.
gold_118,Can I return beauty products or cosmetics after breaking the seal?,return_policy_inquiry,return_policy_inquiry,0.8387,ESCALATE,AUTO_HANDLE,[ev_0022] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Health and personal care return exceptions.
gold_119,Can I return an item purchased from Amazon Warehouse Deals?,return_policy_inquiry,return_policy_inquiry,0.8409,ESCALATE,AUTO_HANDLE,[ev_0022] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Warehouse deals return eligibility.
gold_120,How do I schedule a carrier home pickup for a heavy return parcel?,return_policy_inquiry,return_policy_inquiry,0.5032,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.68,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.50) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,UPS pickup return option.
gold_121,I lost my return tracking receipt from the drop-off counter.,return_policy_inquiry,return_policy_inquiry,0.9849,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Drop-off receipt loss guidance.
gold_122,Can international orders be returned using local domestic post?,return_policy_inquiry,cancellation_request,0.3256,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.33) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,International return shipping.
gold_123,Are downloadable software codes eligible for return or exchange?,return_policy_inquiry,return_policy_inquiry,0.7836,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.57,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.57 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Digital software non-returnable policy.
gold_124,What happens if I accidentally return the wrong item in the return box?,return_policy_inquiry,return_policy_inquiry,0.741,AUTO_HANDLE,AUTO_HANDLE,[ev_0009] sim=0.61,We're so sorry your item arrived damaged! Please DM us your order ID and a photo of the item so we can arrange a replacement.,NONE,Wrong item returned process.
gold_125,How many days do I have to ship the return after printing the label?,return_policy_inquiry,return_policy_inquiry,0.983,AUTO_HANDLE,AUTO_HANDLE,[ev_0025] sim=0.65,You can return gifts via our Online Returns Center using the 17-digit order number from the packing slip! Send us a DM if you need help.,NONE,Return label validity window.
gold_126,Can I return an item bought with an promotional gift code?,return_policy_inquiry,return_policy_inquiry,0.9334,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Promotional balance return rules.
gold_127,Can I return food items or groceries?,return_policy_inquiry,return_policy_inquiry,0.886,ESCALATE,AUTO_HANDLE,[ev_0022] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Grocery non-returnable refund policy.
gold_128,Does Amazon provide a printed return label if I don't own a printer?,return_policy_inquiry,return_policy_inquiry,0.9777,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Printerless QR code drop-off.
gold_129,How to return an item?,return_policy_inquiry,return_policy_inquiry,0.962,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Short return inquiry.
gold_130,Return policy details.,return_policy_inquiry,return_policy_inquiry,0.9921,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Terse return keyword.
gold_131,Streaming quality on Prime Video is buffering constantly on my TV.,technical_problem,technical_problem,0.9999,AUTO_HANDLE,AUTO_HANDLE,[ev_0018] sim=1.00,"Sorry for the playback issues! Please restart your router, clear Prime Video app cache, and ensure your app is updated to the latest version.",NONE,Video buffering troubleshooting.
gold_132,The mobile app crashes every time I click proceed to checkout on iOS 17.,technical_problem,technical_problem,0.9997,ESCALATE,AUTO_HANDLE,[ev_0018] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,App crash at checkout.
gold_133,Getting error code 500 when trying to view my shopping cart on Google Chrome.,technical_problem,technical_problem,0.9988,AUTO_HANDLE,AUTO_HANDLE,[ev_0018] sim=0.64,"Sorry for the playback issues! Please restart your router, clear Prime Video app cache, and ensure your app is updated to the latest version.",NONE,HTTP 500 error clearing cache.
gold_134,Alexa won't connect to my home Wi-Fi network after router restart.,technical_problem,damaged_item,0.3122,ESCALATE,AUTO_HANDLE,[ev_0027] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.31) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Smart speaker connectivity issue.
gold_135,Kindle Paperwhite screen is frozen on the screensaver and not responding to power button.,technical_problem,account_access,0.1404,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.14) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Kindle hard reboot steps.
gold_136,Credit card payment gateway keeps failing with 'Payment revision needed' even though card is valid.,technical_problem,refund_request,0.9802,ESCALATE,AUTO_HANDLE,[ev_0017] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Payment authorization error.
gold_137,Search bar on the website is returning zero results for every keyword today.,technical_problem,technical_problem,0.9799,ESCALATE,AUTO_HANDLE,[ev_0018] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Website search outage.
gold_138,Prime Video subtitles are out of sync by 10 seconds on season 3.,technical_problem,technical_problem,0.9262,AUTO_HANDLE,AUTO_HANDLE,[ev_0018] sim=0.68,"Sorry for the playback issues! Please restart your router, clear Prime Video app cache, and ensure your app is updated to the latest version.",NONE,Audio/subtitle sync issue.
gold_139,App says 'Unable to load orders' whenever I refresh the tab.,technical_problem,technical_problem,0.7373,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Network connection error in app.
gold_140,"Purchased audiobook won't download in Audible app, stuck at 0%.",technical_problem,technical_problem,0.2438,ESCALATE,AUTO_HANDLE,[ev_0000] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.24) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Audible download stall.
gold_141,"Two-factor SMS arrives 45 minutes late, always invalid.",technical_problem,delivery_delay,0.8945,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Carrier SMS gateway latency.
gold_142,One-click ordering button disappeared from product pages.,technical_problem,technical_problem,0.3241,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.32) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,1-Click ordering toggle.
gold_143,Fire TV stick is in an endless boot loop showing only logo.,technical_problem,account_access,0.3143,ESCALATE,AUTO_HANDLE,[ev_0018] sim=0.58,"We've routed your inquiry to a specialized human support agent. Reason: Detected physical safety hazard, battery risk, or medical urgency requiring immediate human handling. | Classifier intent confidence (0.31) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).",INTENT_AND_ACTION_MISMATCH,Fire TV boot recovery.
gold_144,Can't play downloaded offline videos on iPad during flight.,technical_problem,technical_problem,0.5164,ESCALATE,AUTO_HANDLE,[ev_0018] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.52) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,DRM license check for offline media.
gold_145,Website displays in Spanish even though my language setting is English.,technical_problem,technical_problem,0.9745,ESCALATE,AUTO_HANDLE,[ev_0008] sim=0.57,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.57 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Language preference reset.
gold_146,Item details page won't let me select sizes from the dropdown.,technical_problem,damaged_item,0.371,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.61,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.37) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Browser JS glitch.
gold_147,Prime Video 4K HDR playback defaults to 480p on gigabit fiber internet.,technical_problem,technical_problem,0.9526,AUTO_HANDLE,AUTO_HANDLE,[ev_0018] sim=0.70,"Sorry for the playback issues! Please restart your router, clear Prime Video app cache, and ensure your app is updated to the latest version.",NONE,HDCP / streaming quality negotiation.
gold_148,"Cannot apply promo code at checkout, error says invalid format.",technical_problem,technical_problem,0.8994,AUTO_HANDLE,AUTO_HANDLE,[ev_0027] sim=0.62,"Let's help you get back in! Please check your spam folder for the OTP, or visit our Account Recovery page.",NONE,Promo coupon formatting issue.
gold_149,App crashed.,technical_problem,technical_problem,0.9782,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Short app crash report.
gold_150,Your website is broken.,technical_problem,technical_problem,0.5638,ESCALATE,AUTO_HANDLE,[ev_0002] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.56) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Terse glitch report.
gold_151,I need an official VAT invoice for my business purchase.,product_question,product_question,0.9998,AUTO_HANDLE,AUTO_HANDLE,[ev_0024] sim=0.94,You can download VAT invoices directly from 'Your Orders' -> 'Invoice'. DM us if the invoice option is missing.,NONE,VAT invoice download instructions.
gold_152,When will the 256GB space grey model be back in stock?,product_question,product_question,0.9985,ESCALATE,AUTO_HANDLE,[ev_0000] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Stock restocking alert notification.
gold_153,Does this coffee maker work on 220V European voltage or only 110V?,product_question,product_question,0.609,ESCALATE,AUTO_HANDLE,[ev_0014] sim=0.63,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.61) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Electrical spec verification.
gold_154,Is this refurbished product backed by the 1-year Amazon Renewed guarantee?,product_question,refund_request,0.2133,ESCALATE,AUTO_HANDLE,[ev_0002] sim=0.63,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.21) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Renewed guarantee warranty terms.
gold_155,Can I buy replacement ear cushions for this headphone model?,product_question,damaged_item,0.9631,ESCALATE,AUTO_HANDLE,[ev_0007] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Spare parts compatibility.
gold_156,How do I download the manufacturer user manual for order #112-998?,product_question,cancellation_request,0.402,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.63,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.40) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Product documentation link.
gold_157,Does the warranty cover accidental spills and drops on this tablet?,product_question,product_question,0.7937,AUTO_HANDLE,AUTO_HANDLE,[ev_0002] sim=0.60,We're so sorry your item arrived damaged! Please DM us your order ID and a photo of the item so we can arrange a replacement.,NONE,SquareTrade / Asurion protection terms.
gold_158,Is this seller an authorized dealer for Sony cameras?,product_question,product_question,0.3892,ESCALATE,AUTO_HANDLE,[ev_0033] sim=0.64,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.39) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Authorized reseller inquiry.
gold_159,What is the expiration date on this pack of protein powder before I order?,product_question,return_policy_inquiry,0.4741,ESCALATE,AUTO_HANDLE,[ev_0014] sim=0.61,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.47) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Perishable expiration query.
gold_160,Can I trade in my old iPhone for gift card credit on this product page?,product_question,refund_request,0.9591,ESCALATE,AUTO_HANDLE,[ev_0007] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Amazon Trade-In program eligibility.
gold_161,Are the dimensions in the listing inclusive of the mounting brackets?,product_question,product_question,0.3067,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.31) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Product specification details.
gold_162,Need tax exemption certificate applied to my business account.,product_question,product_question,0.5951,ESCALATE,AUTO_HANDLE,[ev_0024] sim=0.65,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.60) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Tax exemption registration.
gold_163,Will this case fit the iPhone 15 Pro or only standard 15?,product_question,product_question,0.4992,ESCALATE,AUTO_HANDLE,[ev_0002] sim=0.61,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.50) is below policy threshold (0.65).,OVERCONSERVATIVE_ESCALATION,Phone accessory sizing.
gold_164,Can I get an invoice?,product_question,product_question,0.9605,AUTO_HANDLE,AUTO_HANDLE,[ev_0020] sim=0.63,You can download VAT invoices directly from 'Your Orders' -> 'Invoice'. DM us if the invoice option is missing.,NONE,Short invoice query.
gold_165,Product warranty details?,product_question,product_question,0.9723,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Terse warranty inquiry.
gold_166,Your customer service agent hung up on me earlier. Terrible experience.,complaint_escalation,complaint_escalation,0.9999,ESCALATE,ESCALATE,[ev_0005] sim=1.00,"We've routed your inquiry to a specialized human support agent. Reason: Customer reports repeated unresolved interactions, agent hang-up, or explicitly demands supervisory intervention.",NONE,Agent misconduct complaint; requires supervisor escalation.
gold_167,I have been transferred to 5 different representatives and no one solved my issue!,complaint_escalation,complaint_escalation,0.9988,ESCALATE,ESCALATE,[ev_0000] sim=0.57,"We've routed your inquiry to a specialized human support agent. Reason: Customer reports repeated unresolved interactions, agent hang-up, or explicitly demands supervisory intervention. | No sufficiently verified historical brand resolution retrieved (top similarity 0.57 < threshold 0.60).",NONE,Repeated transfer failure.
gold_168,I demand to speak with an executive supervisor or manager immediately.,complaint_escalation,complaint_escalation,0.9976,ESCALATE,ESCALATE,[ev_0024] sim=0.58,"We've routed your inquiry to a specialized human support agent. Reason: Customer reports repeated unresolved interactions, agent hang-up, or explicitly demands supervisory intervention. | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).",NONE,Direct supervisor demand.
gold_169,I am filing a formal complaint with the Federal Trade Commission (FTC) and the Better Business Bureau (BBB) regarding your deceptive practices!,complaint_escalation,complaint_escalation,0.9235,ESCALATE,ESCALATE,[ev_0009] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Detected legal threat or regulatory complaint language (attorney/lawsuit/court/FTC/BBB).,NONE,Regulatory / FTC / BBB complaint threat.
